Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	analysis_type	flowcell_barcode	genotype	gssr_id	instrument_name	lane	lsid	product_order	product_part_number	project	read_group_id	research_project	root_sample_id	run_barcode	run_name	sample_id	source_name	strain	work_request	Consent	LibrarySource
RNA-Seq		51	PRJNA415123	SAMN07816377	GEO	sra	ncbi			SRX3304723	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	251	93	Candida albicans	ILLUMINA	2019-02-04	SRR6194243	SRS2610646	SRP120582	GSM2825609																	Candida albicans opaque cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816378	GEO	sra	sra-sos	sra-sos.public		SRX3304722	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	394	146	Candida albicans	ILLUMINA	2019-02-04	SRR6194242	SRS2610647	SRP120582	GSM2825608																	Candida albicans opaque cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816382	GEO	sra	ncbi			SRX3304718	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	322	126	Candida albicans	ILLUMINA	2019-02-04	SRR6194238	SRS2610648	SRP120582	GSM2825604																	Candida albicans intermediate cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816375	GEO	sra	ncbi			SRX3304725	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	1038	378	Candida albicans	ILLUMINA	2019-02-04	SRR6194245	SRS2610649	SRP120582	GSM2825611																	Candida albicans white cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816374	GEO	sra	ncbi			SRX3304726	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	179	65	Candida albicans	ILLUMINA	2019-02-04	SRR6194246	SRS2610650	SRP120582	GSM2825612																	Candida albicans intermediate cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816376	GEO	sra	sra-sos	sra-sos.public		SRX3304724	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	335	124	Candida albicans	ILLUMINA	2019-02-04	SRR6194244	SRS2610651	SRP120582	GSM2825610																	Candida albicans white cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816368	GEO	sra	ncbi			SRX3304732	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	285	104	Candida albicans	ILLUMINA	2019-02-04	SRR6194252	SRS2610652	SRP120582	GSM2825618																	Candida albicans white cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816371	GEO	sra	ncbi			SRX3304729	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	94	34	Candida albicans	ILLUMINA	2019-02-04	SRR6194249	SRS2610653	SRP120582	GSM2825615																	Candida albicans opaque cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816373	GEO	sra	ncbi			SRX3304727	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	155	57	Candida albicans	ILLUMINA	2019-02-04	SRR6194247	SRS2610654	SRP120582	GSM2825613																	Candida albicans intermediate cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816372	GEO	sra	ncbi			SRX3304728	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	106	39	Candida albicans	ILLUMINA	2019-02-04	SRR6194248	SRS2610655	SRP120582	GSM2825614																	Candida albicans intermediate cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816367	GEO	sra	ncbi			SRX3304733	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	224	82	Candida albicans	ILLUMINA	2019-02-04	SRR6194253	SRS2610656	SRP120582	GSM2825619																	Candida albicans white cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816369	GEO	sra	ncbi			SRX3304731	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	562	206	Candida albicans	ILLUMINA	2019-02-04	SRR6194251	SRS2610657	SRP120582	GSM2825617																	Candida albicans opaque cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816370	GEO	sra	ncbi			SRX3304730	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	292	107	Candida albicans	ILLUMINA	2019-02-04	SRR6194250	SRS2610658	SRP120582	GSM2825616																	Candida albicans opaque cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816366	GEO	sra	ncbi			SRX3304734	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	255	93	Candida albicans	ILLUMINA	2019-02-04	SRR6194254	SRS2610659	SRP120582	GSM2825620																	Candida albicans white cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816365	GEO	sra	ncbi			SRX3304735	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	577	211	Candida albicans	ILLUMINA	2019-02-04	SRR6194255	SRS2610660	SRP120582	GSM2825621																	Candida albicans intermediate cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816364	GEO	sra	sra-sos	sra-sos.public		SRX3304736	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	289	105	Candida albicans	ILLUMINA	2019-02-04	SRR6194256	SRS2610661	SRP120582	GSM2825622																	Candida albicans intermediate cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816360	GEO	sra	ncbi			SRX3304740	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	476	174	Candida albicans	ILLUMINA	2019-02-04	SRR6194260	SRS2610662	SRP120582	GSM2825626																	Candida albicans white cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816361	GEO	sra	ncbi			SRX3304739	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	539	197	Candida albicans	ILLUMINA	2019-02-04	SRR6194259	SRS2610663	SRP120582	GSM2825625																	Candida albicans white cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816362	GEO	sra	ncbi			SRX3304738	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	534	194	Candida albicans	ILLUMINA	2019-02-04	SRR6194258	SRS2610664	SRP120582	GSM2825624																	Candida albicans white cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816359	GEO	sra	ncbi			SRX3304741	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	394	148	Candida albicans	ILLUMINA	2019-02-04	SRR6194261	SRS2610665	SRP120582	GSM2825627																	Candida albicans opaque cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816357	GEO	sra	ncbi			SRX3304742	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	256	95	Candida albicans	ILLUMINA	2019-02-04	SRR6194262	SRS2610666	SRP120582	GSM2825628																	Candida albicans opaque cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816363	GEO	sra	ncbi			SRX3304737	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	443	163	Candida albicans	ILLUMINA	2019-02-04	SRR6194257	SRS2610667	SRP120582	GSM2825623																	Candida albicans intermediate cells			public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA415123	SAMN07816358	GEO	sra	sra-sos	sra-sos.public		SRX3304743	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-10-20	195	73	Candida albicans	ILLUMINA	2019-02-04	SRR6194263	SRS2610668	SRP120582	GSM2825629																	Candida albicans opaque cells			public	TRANSCRIPTOMIC
RNA-Seq		142	PRJNA414964	SAMN07813926	GEO	sra	ncbi			SRX3299698	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	331	171	Candida albicans	ILLUMINA	2018-11-20	SRR6189669	SRS2610915	SRP120479	GSM2823268																	Candida in Rich media			public	TRANSCRIPTOMIC
RNA-Seq		143	PRJNA414964	SAMN07813927	GEO	sra	ncbi			SRX3299697	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	1317	662	Candida albicans	ILLUMINA	2018-11-20	SRR6189668	SRS2610916	SRP120479	GSM2823267																	Candida in Rich media			public	TRANSCRIPTOMIC
RNA-Seq		142	PRJNA414964	SAMN07813923	GEO	sra	ncbi			SRX3299701	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	801	407	Candida albicans	ILLUMINA	2018-11-20	SRR6189672	SRS2610917	SRP120479	GSM2823271																	Candida in Spider media (DMSO)			public	TRANSCRIPTOMIC
RNA-Seq		143	PRJNA414964	SAMN07813925	GEO	sra	ncbi			SRX3299699	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	611	310	Candida albicans	ILLUMINA	2018-11-20	SRR6189670	SRS2610918	SRP120479	GSM2823269																	Candida in Spider media (DMSO)			public	TRANSCRIPTOMIC
RNA-Seq		143	PRJNA414964	SAMN07814712	GEO	sra	ncbi			SRX3299704	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	1770	886	Candida albicans	ILLUMINA	2018-11-20	SRR6189675	SRS2610919	SRP120479	GSM2823274																	Candida in Spider media (DMSO)			public	TRANSCRIPTOMIC
RNA-Seq		143	PRJNA414964	SAMN07813924	GEO	sra	ncbi			SRX3299700	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	965	487	Candida albicans	ILLUMINA	2018-11-20	SRR6189671	SRS2610920	SRP120479	GSM2823270																	Candida in Spider media (DMSO)			public	TRANSCRIPTOMIC
RNA-Seq		142	PRJNA414964	SAMN07814713	GEO	sra	ncbi			SRX3299703	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	1104	560	Candida albicans	ILLUMINA	2018-11-20	SRR6189674	SRS2610921	SRP120479	GSM2823273																	Candida in Spider media (DMSO)			public	TRANSCRIPTOMIC
RNA-Seq		142	PRJNA414964	SAMN07814709	GEO	sra	ncbi			SRX3299707	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	383	195	Candida albicans	ILLUMINA	2018-11-20	SRR6189678	SRS2610923	SRP120479	GSM2823277																	Candida in Spider media (MDIVI-1)			public	TRANSCRIPTOMIC
RNA-Seq		143	PRJNA414964	SAMN07814708	GEO	sra	ncbi			SRX3299708	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	1069	543	Candida albicans	ILLUMINA	2018-11-20	SRR6189679	SRS2610924	SRP120479	GSM2823278																	Candida in Spider media (MDIVI-1)			public	TRANSCRIPTOMIC
RNA-Seq		143	PRJNA414964	SAMN07814706	GEO	sra	ncbi			SRX3299710	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	1043	532	Candida albicans	ILLUMINA	2018-11-20	SRR6189681	SRS2610926	SRP120479	GSM2823280																	Candida in Spider media (MDIVI-1)			public	TRANSCRIPTOMIC
RNA-Seq		144	PRJNA414964	SAMN07814707	GEO	sra	ncbi			SRX3299709	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	1167	589	Candida albicans	ILLUMINA	2018-11-20	SRR6189680	SRS2610927	SRP120479	GSM2823279																	Candida in Spider media (MDIVI-1)			public	TRANSCRIPTOMIC
RNA-Seq		151	PRJNA414964	SAMN07814700	GEO	sra	ncbi			SRX3299716	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	746	363	Candida albicans	ILLUMINA	2018-11-20	SRR6189687	SRS2610930	SRP120479	GSM2823286																	Candida in Rich media			public	TRANSCRIPTOMIC
RNA-Seq		151	PRJNA414964	SAMN07814701	GEO	sra	ncbi			SRX3299715	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	963	473	Candida albicans	ILLUMINA	2018-11-20	SRR6189686	SRS2610931	SRP120479	GSM2823285																	Candida in Rich media			public	TRANSCRIPTOMIC
RNA-Seq		151	PRJNA414964	SAMN07814699	GEO	sra	ncbi			SRX3299717	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	838	411	Candida albicans	ILLUMINA	2018-11-20	SRR6189688	SRS2610932	SRP120479	GSM2823287																	Candida in Spider media (DMSO)			public	TRANSCRIPTOMIC
RNA-Seq		151	PRJNA414964	SAMN07814698	GEO	sra	ncbi			SRX3299718	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	1051	512	Candida albicans	ILLUMINA	2018-11-20	SRR6189689	SRS2610933	SRP120479	GSM2823288																	Candida in Spider media (DMSO)			public	TRANSCRIPTOMIC
RNA-Seq		142	PRJNA414964	SAMN07814705	GEO	sra	ncbi			SRX3299711	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	744	382	Candida albicans	ILLUMINA	2018-11-20	SRR6189682	SRS2610934	SRP120479	GSM2823281																	Candida in Spider media (MDIVI-1)			public	TRANSCRIPTOMIC
RNA-Seq		151	PRJNA414964	SAMN07814697	GEO	sra	ncbi			SRX3299719	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	893	432	Candida albicans	ILLUMINA	2018-11-20	SRR6189690	SRS2610935	SRP120479	GSM2823289																	Candida in Spider media (DMSO)			public	TRANSCRIPTOMIC
RNA-Seq		151	PRJNA414964	SAMN07814695	GEO	sra	ncbi			SRX3299721	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	953	466	Candida albicans	ILLUMINA	2018-11-20	SRR6189692	SRS2610936	SRP120479	GSM2823291																	Candida in Spider media (DMSO)			public	TRANSCRIPTOMIC
RNA-Seq		151	PRJNA414964	SAMN07814694	GEO	sra	ncbi			SRX3299722	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	859	419	Candida albicans	ILLUMINA	2018-11-20	SRR6189693	SRS2610937	SRP120479	GSM2823292																	Candida in Spider media (DMSO)			public	TRANSCRIPTOMIC
RNA-Seq		151	PRJNA414964	SAMN07814691	GEO	sra	ncbi			SRX3299725	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	761	370	Candida albicans	ILLUMINA	2018-11-20	SRR6189696	SRS2610940	SRP120479	GSM2823295																	Candida in Spider media (MDIVI-1)			public	TRANSCRIPTOMIC
RNA-Seq		151	PRJNA414964	SAMN07814690	GEO	sra	ncbi			SRX3299726	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	842	417	Candida albicans	ILLUMINA	2018-11-20	SRR6189697	SRS2610941	SRP120479	GSM2823296																	Candida in Spider media (MDIVI-1)			public	TRANSCRIPTOMIC
RNA-Seq		151	PRJNA414964	SAMN07814689	GEO	sra	ncbi			SRX3299727	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	891	441	Candida albicans	ILLUMINA	2018-11-20	SRR6189698	SRS2610942	SRP120479	GSM2823297																	Candida in Spider media (MDIVI-1)			public	TRANSCRIPTOMIC
RNA-Seq		151	PRJNA414964	SAMN07814687	GEO	sra	ncbi			SRX3299729	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	1090	535	Candida albicans	ILLUMINA	2018-11-20	SRR6189700	SRS2610943	SRP120479	GSM2823299																	Candida in Spider media (MDIVI-1)			public	TRANSCRIPTOMIC
RNA-Seq		151	PRJNA414964	SAMN07814688	GEO	sra	ncbi			SRX3299728	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	831	408	Candida albicans	ILLUMINA	2018-11-20	SRR6189699	SRS2610944	SRP120479	GSM2823298																	Candida in Spider media (MDIVI-1)			public	TRANSCRIPTOMIC
RNA-Seq		151	PRJNA414964	SAMN07814696	GEO	sra	ncbi			SRX3299720	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	876	437	Candida albicans	ILLUMINA	2018-11-20	SRR6189691	SRS2610945	SRP120479	GSM2823290																	Candida in Spider media (DMSO)			public	TRANSCRIPTOMIC
RNA-Seq		151	PRJNA414964	SAMN07814686	GEO	sra	ncbi			SRX3299730	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	747	376	Candida albicans	ILLUMINA	2018-11-20	SRR6189701	SRS2610946	SRP120479	GSM2823300																	Candida in Spider media (MDIVI-1)			public	TRANSCRIPTOMIC
RNA-Seq		142	PRJNA414964	SAMN07813922	GEO	sra	ncbi			SRX3299702	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	1318	666	Candida albicans	ILLUMINA	2018-11-20	SRR6189673	SRS2610949	SRP120479	GSM2823272																	Candida in Spider media (DMSO)			public	TRANSCRIPTOMIC
RNA-Seq		143	PRJNA414964	SAMN07814704	GEO	sra	ncbi			SRX3299712	0	Illumina HiSeq 1500	SINGLE	cDNA		2017-10-19	743	377	Candida albicans	ILLUMINA	2018-11-20	SRR6189683	SRS2610950	SRP120479	GSM2823282																	Candida in Spider media (MDIVI-1)			public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA415714	SAMN07832843	GEO	sra	ncbi			SRX3324100	0	NextSeq 500	SINGLE	cDNA		2017-10-25	4756	3099	Candida albicans	ILLUMINA	2018-03-07	SRR6215429	SRS2628210	SRP121405	GSM2830231																	Candida albicans	SC5314		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA415714	SAMN07832842	GEO	sra	ncbi			SRX3324101	0	NextSeq 500	SINGLE	cDNA		2017-10-25	4740	3042	Candida albicans	ILLUMINA	2018-03-07	SRR6215430	SRS2628211	SRP121405	GSM2830232																	Candida albicans	SC5314		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA415714	SAMN07832841	GEO	sra	ncbi			SRX3324102	0	NextSeq 500	SINGLE	cDNA		2017-10-25	4549	2965	Candida albicans	ILLUMINA	2018-03-07	SRR6215431	SRS2628212	SRP121405	GSM2830233																	Candida albicans	SC5314		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA415714	SAMN07832840	GEO	sra	ncbi			SRX3324103	0	NextSeq 500	SINGLE	cDNA		2017-10-25	5029	3288	Candida albicans	ILLUMINA	2018-03-07	SRR6215432	SRS2628213	SRP121405	GSM2830234																	Candida albicans	SC5314		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA415714	SAMN07832839	GEO	sra	ncbi			SRX3324104	0	NextSeq 500	SINGLE	cDNA		2017-10-25	5673	3692	Candida albicans	ILLUMINA	2018-03-07	SRR6215433	SRS2628214	SRP121405	GSM2830235																	Candida albicans	SC5314		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA415714	SAMN07832838	GEO	sra	ncbi			SRX3324105	0	NextSeq 500	SINGLE	cDNA		2017-10-25	6497	4185	Candida albicans	ILLUMINA	2018-03-07	SRR6215434	SRS2628215	SRP121405	GSM2830236																	Candida albicans	SC5314		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA422402	SAMN08177322	GEO	sra	ncbi			SRX3471297	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-12-14	1771	619	Candida albicans	ILLUMINA	2018-02-01	SRR6376501	SRS2757946	SRP126750	GSM2889092																	WT_yeast cell	SN152		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA422402	SAMN08177321	GEO	sra	ncbi			SRX3471298	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-12-14	2087	717	Candida albicans	ILLUMINA	2018-02-01	SRR6376502	SRS2757947	SRP126750	GSM2889093																	WT_yeast cell	SN152		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA422402	SAMN08177320	GEO	sra	ncbi			SRX3471299	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-12-14	852	293	Candida albicans	ILLUMINA	2018-02-01	SRR6376503	SRS2757948	SRP126750	GSM2889094																	cup9_del_yeast cell	TF61		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA422402	SAMN08177319	GEO	sra	ncbi			SRX3471300	0	Illumina HiSeq 2500	SINGLE	cDNA		2017-12-14	2085	718	Candida albicans	ILLUMINA	2018-02-01	SRR6376504	SRS2757949	SRP126750	GSM2889095																	cup9_del_yeast cell	TF61		public	TRANSCRIPTOMIC
RNA-Seq		200	PRJNA420186	SAMN08108168	SRTM UNIVERSITY	sra	sra-sos	sra-sos.public		SRX3524677	0	Illumina HiSeq 2500	PAIRED	PolyA	PRESSURE-1	2018-01-02	6495	4054	Candida albicans	ILLUMINA	2019-01-01	SRR6433046	SRS2800848	SRP127771	PRESSURE-1																		ATCC		public	TRANSCRIPTOMIC
RNA-Seq		200	PRJNA420186	SAMN08108169	SRTM UNIVERSITY	sra	sra-sos	sra-sos.public		SRX3524678	0	Illumina HiSeq 2500	PAIRED	PolyA	PRESSURE-2	2018-01-02	7346	4614	Candida albicans	ILLUMINA	2019-01-01	SRR6433045	SRS2800849	SRP127771	PRESSURE-2																		ATCC		public	TRANSCRIPTOMIC
RNA-Seq		200	PRJNA420186	SAMN08108170	SRTM UNIVERSITY	sra	ncbi			SRX3524679	0	Illumina HiSeq 2500	PAIRED	PolyA	Pro-37-1	2018-01-02	5113	2318	Candida albicans	ILLUMINA	2019-01-01	SRR6433044	SRS2800850	SRP127771	Pro-37-1																		ATCC		public	TRANSCRIPTOMIC
RNA-Seq		200	PRJNA420186	SAMN08108171	SRTM UNIVERSITY	sra	ncbi			SRX3524680	0	Illumina HiSeq 2500	PAIRED	PolyA	Pro-37-2	2018-01-02	4076	1846	Candida albicans	ILLUMINA	2019-01-01	SRR6433043	SRS2800851	SRP127771	Pro-37-2																		ATCC		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA430363	SAMN08369937	GEO	sra	ncbi			SRX3586230	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-01-23	469	263	Candida albicans	ILLUMINA	2018-01-25	SRR6497160	SRS2854907	SRP131046	GSM2936622																	Ca_WT_pH4	SC5314		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA430363	SAMN08369935	GEO	sra	sra-sos	sra-sos.public		SRX3586232	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-01-23	590	329	Candida albicans	ILLUMINA	2018-01-25	SRR6497162	SRS2854908	SRP131046	GSM2936624																	Ca_WT_pH4	SC5314		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA430363	SAMN08369936	GEO	sra	ncbi			SRX3586231	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-01-23	579	323	Candida albicans	ILLUMINA	2018-01-25	SRR6497161	SRS2854909	SRP131046	GSM2936623																	Ca_WT_pH4	SC5314		public	TRANSCRIPTOMIC
RNA-Seq		252	PRJNA430363	SAMN08369934	GEO	sra	ncbi			SRX3586233	0	Illumina HiSeq 2500	PAIRED	cDNA		2018-01-23	3942	2182	Candida albicans	ILLUMINA	2018-01-25	SRR6497163	SRS2854910	SRP131046	GSM2936625																	Ca_WT_pH7.6	SC5314		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA430363	SAMN08369932	GEO	sra	ncbi			SRX3586235	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-01-23	685	382	Candida albicans	ILLUMINA	2018-01-25	SRR6497165	SRS2854911	SRP131046	GSM2936627																	Ca_WT_pH7.6	SC5314		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA430363	SAMN08369929	GEO	sra	sra-sos	sra-sos.public		SRX3586238	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-01-23	1793	637	Candida albicans	ILLUMINA	2018-01-25	SRR6497168	SRS2854912	SRP131046	GSM2936630																	Ca_DAY25_pH4	DAY25		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA430363	SAMN08369930	GEO	sra	sra-sos	sra-sos.public		SRX3586237	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-01-23	501	177	Candida albicans	ILLUMINA	2018-01-25	SRR6497167	SRS2854913	SRP131046	GSM2936629																	Ca_DAY25_pH4	DAY25		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA430363	SAMN08369931	GEO	sra	ncbi			SRX3586236	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-01-23	658	236	Candida albicans	ILLUMINA	2018-01-25	SRR6497166	SRS2854914	SRP131046	GSM2936628																	Ca_DAY25_pH4	DAY25		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA430363	SAMN08369928	GEO	sra	sra-sos	sra-sos.public		SRX3586239	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-01-23	594	212	Candida albicans	ILLUMINA	2018-01-25	SRR6497169	SRS2854915	SRP131046	GSM2936631																	Ca_DAY25_pH7.6	DAY25		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA430363	SAMN08369927	GEO	sra	ncbi			SRX3586240	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-01-23	3809	1361	Candida albicans	ILLUMINA	2018-01-25	SRR6497170	SRS2854916	SRP131046	GSM2936632																	Ca_DAY25_pH7.6	DAY25		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA430363	SAMN08369938	GEO	sra	ncbi			SRX3586241	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-01-23	676	242	Candida albicans	ILLUMINA	2018-01-25	SRR6497171	SRS2854917	SRP131046	GSM2936633																	Ca_DAY25_pH7.6	DAY25		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA430363	SAMN08369939	GEO	sra	ncbi			SRX3586242	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-01-23	650	363	Candida albicans	ILLUMINA	2018-01-25	SRR6497172	SRS2854918	SRP131046	GSM2936634																	Ca_CGY1_pH4	CGY1		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA430363	SAMN08369944	GEO	sra	ncbi			SRX3586243	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-01-23	591	329	Candida albicans	ILLUMINA	2018-01-25	SRR6497173	SRS2854919	SRP131046	GSM2936635																	Ca_CGY1_pH4	CGY1		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA430363	SAMN08369943	GEO	sra	ncbi			SRX3586244	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-01-23	557	312	Candida albicans	ILLUMINA	2018-01-25	SRR6497174	SRS2854921	SRP131046	GSM2936636																	Ca_CGY1_pH4	CGY1		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA430363	SAMN08369941	GEO	sra	ncbi			SRX3586246	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-01-23	607	240	Candida albicans	ILLUMINA	2018-01-25	SRR6497176	SRS2854922	SRP131046	GSM2936638																	Ca_CGY1_pH7.6	CGY1		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA430363	SAMN08369942	GEO	sra	ncbi			SRX3586245	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-01-23	583	327	Candida albicans	ILLUMINA	2018-01-25	SRR6497175	SRS2854923	SRP131046	GSM2936637																	Ca_CGY1_pH7.6	CGY1		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA430363	SAMN08369940	GEO	sra	ncbi			SRX3586247	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-01-23	518	293	Candida albicans	ILLUMINA	2018-01-25	SRR6497177	SRS2854924	SRP131046	GSM2936639																	Ca_CGY1_pH7.6	CGY1		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJNA430363	SAMN08369933	GEO	sra	ncbi			SRX3586234	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-01-23	516	289	Candida albicans	ILLUMINA	2018-01-25	SRR6497164	SRS2861504	SRP131046	GSM2936626																	Ca_WT_pH7.6	SC5314		public	TRANSCRIPTOMIC
